推荐日,推荐排名,推荐度,代码,名称,推荐日收盘,T+1涨跌%,T+2累计%,T+3累计%,T+4累计%,T+5累计%,5日最高涨幅%,5日最低涨幅%,5日结果,首个+3%日,5日最佳收盘T+N,启动评分,MACD收口评分,MACD阶段,MACD窗口阶段,MACD开口收缩%,MACD收口3日%,MACD收口5日%,MACD收口效率,MACD标准化开口,MACD缠结,严格匹配度,最新价,所属行业,主题标签,流通市值(亿),参考总市值(亿),市值状态,市值数据源,筹码结构,收盘交易状态,激进买点,保守买点,激进止损,保守止损,激进止盈,保守止盈,关注理由,T+1开盘买入,买入价,交易结果,持有交易日,卖出价,净收益%,第一止盈%,第二止盈%,软止损%,硬止损%,首止盈卖出仓位%,首次止盈日,最终清仓日,最高浮盈%,最大浮亏%,交易备注,原T+5收盘%
2025-11-25,2,53.1,002564,天沃科技,8.88,2.7,1.24,3.04,-0.34,-0.56,4.62,-2.36,完整5日,T+3,T+3,86.2,77.0,死叉明显收口｜核心窗口,2,41.35,24.35,-412.89,,0.1021,否,49.0,8.88,暂无同日行业数据,未分类,,,未取得市值,,59/100｜筹码结构中性,价格仍在20日线上方，但结构优势有限，等待进一步确认,8.69~8.76（承接/回踩）,9.46~9.53（突破确认）,8.53,9.19,9.43 / 9.54,9.89 / 10.19,当前仍站在20日线之上，20日线相对60日线高约1.1%，但短线均线结构还不算特别强。近20日上涨约1.3%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约0.96，因此“底部缩量”的特征并不突出。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约41.4%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.87,移动止盈退出,4,8.85,1.19,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,4.74,-1.35,2025-11-26盘中达到第一止盈，但T+1不可卖；2025-11-28达到第一止盈：卖出50%；2025-12-01从峰值回撤约2.2%后退出,-0.56
2025-11-26,1,54.9,600800,渤海化学,4.06,-0.25,1.23,3.2,5.91,6.16,9.85,-1.97,完整5日,T+3,T+5,70.4,82.0,死叉强收口｜启动临界窗口,3,45.37,36.78,-989.74,,0.1233,否,58.0,4.06,暂无同日行业数据,未分类,,,未取得市值,,48/100｜筹码结构中性,价格仍在20日线上方，但结构优势有限，等待进一步确认,3.87~3.91（承接/回踩）,4.27~4.30（突破确认）,3.77,4.17,4.26 / 4.26,4.43 / 4.53,当前仍站在20日线之上，20日线相对60日线高约0.4%，但短线均线结构还不算特别强。近20日上涨约3.3%，近5日约1.0%，上涨速度相对温和，没有明显进入加速末端。近期量能没有明显收缩，5/20成交量比约1.15，因此“底部缩量”的特征并不突出。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约45.4%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.11,移动止盈退出,4,4.3,3.61,3.0,6.0,-3.0,-6.0,50.0,T+3,T+4,8.52,-3.16,2025-12-01达到第一止盈：卖出50%；2025-12-02从峰值回撤约3.5%后退出,6.16
2025-12-01,1,82.0,002426,胜利精密,3.66,0.27,-1.64,-3.83,-0.82,2.46,3.01,-5.19,完整5日,,T+5,94.3,77.0,死叉明显收口｜核心窗口,2,42.7,22.59,-1269.15,,0.0812,否,71.0,3.66,暂无同日行业数据,未分类,,,未取得市值,,69/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,3.47~3.51（承接/回踩）,4.16~4.20（突破确认）,3.39,4.01,4.15 / 4.15,4.41 / 4.57,当前仍站在20日线之上，20日线相对60日线高约0.6%，但短线均线结构还不算特别强。近20日上涨约12.6%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.60，量能处于收缩状态，但当前量比约1.82，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约42.7%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.67,T+5收盘退出,5,3.75,1.98,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.72,-5.45,2025-12-04触发软止损预警；2025-12-05触发软止损预警,2.46
2025-12-01,2,67.7,600666,奥瑞德,3.55,-2.82,-3.66,-4.51,-3.94,-4.23,-0.56,-5.63,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,38.46,49.13,51.28,,0.1432,否,68.0,3.55,暂无同日行业数据,未分类,,,未取得市值,,57/100｜筹码结构中性,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.56~3.56（承接/回踩）,3.89~3.91（突破确认）,3.51,3.81,3.88 / 3.88,4.03 / 4.12,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.5%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.70，量能处于收缩状态，但当前量比约2.41，启动力度还需要继续观察。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.9%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约38.5%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.51,T+5收盘退出,5,3.4,-3.33,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.57,-4.56,2025-12-03触发软止损预警；2025-12-04触发软止损预警；2025-12-05触发软止损预警；2025-12-08触发软止损预警,-4.23
2025-12-01,3,67.2,000514,渝开发,5.43,-0.37,0.55,-2.39,0.74,-0.37,6.63,-3.13,完整5日,,T+4,93.0,100.0,死叉强收口｜启动临界窗口,3,22.91,48.26,49.67,,0.1613,否,88.0,5.43,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,5.55~5.55（承接/回踩）,6.95~7.00（突破确认）,5.44,6.78,6.93 / 6.93,7.23 / 7.42,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约3.4%，近5日约2.6%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.66，前期有明显缩量，而当前量比约1.09，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约22.9%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.43,移动止盈退出,2,5.46,1.58,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,6.63,-1.1,2025-12-03达到第一止盈：卖出50%；2025-12-03从峰值回撤约2.8%后退出,-0.37
2025-12-01,4,55.7,002622,皓宸医疗,3.43,-0.58,-1.75,-3.79,-1.75,-2.62,0.29,-4.66,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,58.45,68.64,68.73,,0.0365,否,66.0,3.43,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,3.39~3.39（承接/回踩）,3.68~3.71（突破确认）,3.32,3.57,3.67 / 3.72,3.86 / 3.98,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.9%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.84，量能处于收缩状态，但当前量比约1.30，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.8%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约58.4%，近2日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.42,T+5收盘退出,5,3.34,-2.54,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.58,-4.39,2025-12-04触发软止损预警；2025-12-05触发软止损预警,-2.62
2025-12-01,5,54.9,002775,文科股份,4.38,-0.23,-2.05,-5.48,-3.88,-3.42,1.14,-6.62,完整5日,,T+1,95.0,100.0,死叉强收口｜启动临界窗口,3,23.7,53.36,54.01,,0.1144,否,70.0,4.38,暂无同日行业数据,未分类,,,未取得市值,,54/100｜筹码结构中性,结构偏弱，不建议因为低价或历史涨停次数单独介入,4.43~4.43（承接/回踩）,4.72~4.75（突破确认）,4.36,4.62,4.71 / 4.74,4.89 / 5.00,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.5%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.81，量能处于收缩状态，但当前量比约1.03，启动力度还需要继续观察。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约23.7%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,4.43,结构止损退出,3,4.14,-6.75,3.0,6.0,-3.0,-6.0,50.0,,T+3,0.0,-6.77,2025-12-03触发软止损预警；2025-12-04触发软止损预警；2025-12-04收盘确认结构破坏,-3.42
2025-12-02,1,73.6,002593,日上集团,6.15,-0.33,2.28,6.83,7.8,9.59,12.2,-2.28,完整5日,T+3,T+5,100.0,100.0,死叉强收口｜启动临界窗口,3,34.43,57.82,58.46,,0.0721,否,97.0,6.15,暂无同日行业数据,未分类,,,未取得市值,,65/100｜筹码结构较好,中期趋势仍在，但短线位置一般，更适合等待回踩确认,5.82~5.95（承接/回踩）,7.65~7.73（突破确认）,5.64,7.35,7.62 / 7.62,8.12 / 8.44,当前仍站在20日线之上，20日线相对60日线高约8.3%，但短线均线结构还不算特别强。近20日上涨约4.9%，近5日约4.9%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.65，前期有明显缩量，而当前量比约1.06，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.2%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约34.4%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.13,移动止盈退出,2,6.29,2.61,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,7.34,-1.96,2025-12-04达到第一止盈：卖出50%；2025-12-04从峰值回撤约2.8%后退出,9.59
2025-12-02,2,65.6,000626,远大控股,8.12,-1.23,-3.08,-1.11,0.0,-0.49,0.62,-3.08,完整5日,,T+4,100.0,100.0,死叉强收口｜启动临界窗口,3,28.63,53.29,59.55,,0.1409,否,65.0,8.12,暂无同日行业数据,未分类,,,未取得市值,,64/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.08~8.08（承接/回踩）,8.91~8.96（突破确认）,7.96,8.70,8.88 / 8.88,9.24 / 9.47,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.50，前期有明显缩量，而当前量比约1.64，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约28.6%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.12,T+5收盘退出,5,8.08,-0.69,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.62,-3.08,2025-12-04触发软止损预警,-0.49
2025-12-02,3,59.4,000796,凯撒旅业,7.2,-3.47,-7.22,-6.39,-1.53,-3.61,1.25,-10.0,完整5日,,T+4,100.0,94.0,死叉强收口｜启动临界窗口,3,24.59,43.76,24.79,,0.1393,否,86.0,7.2,暂无同日行业数据,未分类,,,未取得市值,,66/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,7.07~7.07（承接/回踩）,8.45~8.55（突破确认）,6.84,8.06,8.42 / 8.42,9.06 / 9.48,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约6.0%，近5日约3.7%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.59，前期有明显缩量，而当前量比约1.08，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.7%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约24.6%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,7.12,T+5收盘退出,5,6.94,-2.73,3.0,6.0,-3.0,-6.0,50.0,,T+5,2.39,-8.99,2025-12-04触发软止损预警；2025-12-05触发软止损预警；2025-12-08触发软止损预警；2025-12-09触发软止损预警,-3.61
2025-12-02,4,51.9,600722,金牛化工,6.27,-0.96,-2.87,-1.91,-2.71,-3.67,0.32,-3.67,完整5日,,T+1,87.0,100.0,死叉强收口｜启动临界窗口,3,9.54,51.41,54.13,,0.1292,否,60.0,6.27,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,6.45~6.45（承接/回踩）,6.95~6.99（突破确认）,6.37,6.80,6.93 / 6.93,7.19 / 7.35,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.50，前期有明显缩量，而当前量比约1.41，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.5%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约9.5%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.26,T+5收盘退出,5,6.04,-3.71,3.0,6.0,-3.0,-6.0,50.0,,T+5,0.48,-3.51,2025-12-09触发软止损预警,-3.67
2025-12-02,5,48.7,600249,两面针,6.44,-0.93,-3.11,-2.33,-2.8,-2.33,1.24,-4.66,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,28.12,48.14,53.31,,0.1882,否,70.0,6.44,暂无同日行业数据,未分类,,,未取得市值,,62/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,6.43~6.43（承接/回踩）,7.30~7.35（突破确认）,6.33,7.13,7.28 / 7.28,7.57 / 7.75,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.8%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.72，前期有明显缩量，而当前量比约1.12，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约28.1%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,6.44,T+5收盘退出,5,6.29,-2.53,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.24,-4.66,2025-12-04触发软止损预警；2025-12-05触发软止损预警；2025-12-08触发软止损预警；2025-12-09触发软止损预警,-2.33
2025-12-03,1,61.0,601011,宝泰隆,3.97,-6.05,-5.29,-6.8,-10.08,-10.08,-1.26,-10.83,完整5日,,T+2,95.0,100.0,死叉强收口｜启动临界窗口,3,41.03,65.98,72.2,,0.1429,否,68.0,3.97,暂无同日行业数据,未分类,,,未取得市值,,66/100｜筹码结构较好,已经偏热，优先等回踩，不适合为了信号强行追价,3.75~3.80（承接/回踩）,4.87~4.92（突破确认）,3.56,4.70,4.86 / 4.86,5.15 / 5.33,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-8.1%，短线约10.6%，已经偏热，继续追价的性价比下降。近期5/20成交量比约0.61，量能处于收缩状态，但当前量比约2.09，启动力度还需要继续观察。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.2%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约41.0%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,3.91,结构止损退出,4,3.57,-8.9,3.0,6.0,-3.0,-6.0,50.0,,T+4,0.26,-9.46,2025-12-05触发软止损预警；2025-12-08触发软止损预警；2025-12-09触发软止损预警；2025-12-09收盘确认结构破坏,-10.08
2025-12-03,2,57.4,002658,雪迪龙,8.72,-1.38,0.11,0.57,-0.11,-0.92,1.15,-2.98,完整5日,,T+3,100.0,100.0,死叉强收口｜启动临界窗口,3,30.82,57.57,61.94,,0.1908,否,73.0,8.72,暂无同日行业数据,未分类,,,未取得市值,,65/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.30~8.39（承接/回踩）,10.19~10.25（突破确认）,8.08,9.98,10.16 / 10.16,10.53 / 10.76,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约1.8%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.62，前期有明显缩量，而当前量比约1.45，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约30.8%，近4日持续修复，符合本策略重点关注的死叉衰竭形态。,是,8.69,T+5收盘退出,5,8.64,-0.78,3.0,6.0,-3.0,-6.0,50.0,,T+5,1.5,-2.65,5日内未触发关键退出信号,-0.92
2025-12-05,1,61.5,002793,罗欣药业,5.36,-1.87,-3.36,-4.48,-6.34,-7.65,3.92,-8.21,完整5日,,T+1,100.0,100.0,死叉强收口｜启动临界窗口,3,20.2,28.75,45.9,,0.049,否,70.0,5.36,暂无同日行业数据,未分类,,,未取得市值,,61/100｜筹码结构较好,结构偏弱，不建议因为低价或历史涨停次数单独介入,5.36~5.37（承接/回踩）,5.84~5.87（突破确认）,5.28,5.70,5.82 / 5.82,6.06 / 6.21,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.77，前期有明显缩量，而当前量比约1.53，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，但DEA-DIF开口较前一日收缩约20.2%，近3日持续修复，符合本策略重点关注的死叉衰竭形态。,是,5.35,移动止盈退出,2,5.18,-0.29,3.0,6.0,-3.0,-6.0,50.0,T+2,T+2,4.11,-3.36,2025-12-09达到第一止盈：卖出50%；2025-12-09从峰值回撤约2.2%后退出,-7.65
